YYYYMMDD,MKT_RF,SMB,HML,RF,CNSMR,MANUF,HITEC,HEALTH,OTHER
20201027,-0.23,-0.04,-2.36,0,0.38,-1.13,0.53,-0.59,-1.64
20201028,-3.41,0.06,0.57,0,-3.12,-3.13,-3.91,-3.01,-3.12
20201029,1.13,0.17,0.22,0,0.59,1.23,1.81,-0.15,0.94
20201030,-1.45,-0.79,1.85,0,-2.46,-0.48,-2.03,-0.76,-0.28
20201102,1.17,0.45,0.98,0,1.05,2.59,0.24,1.32,2.08
20201103,1.93,0.94,-0.21,0,2.19,1.7,1.75,1.33,2.41
20201104,2.25,-1.43,-4.89,0,1.76,-0.93,3.98,3.78,0.62
20201105,2.13,1,0.49,0,1.95,2,2.67,0.29,2.29
20201106,0.01,-0.83,-0.95,0,-0.01,-0.19,0.47,-0.22,-0.7
20201109,0.87,0.7,6.7,0,-1.43,3.41,-1.41,1.27,5.66
20201110,-0.17,1.47,2.17,0,0.03,1.83,-1.64,0.58,0.93
20201111,0.88,-0.55,-1.75,0,1.29,-0.31,2.07,-0.02,-0.53
20201112,-0.94,-0.23,-1.18,0,-0.91,-1.7,-0.6,-0.56,-1.32
20201113,1.31,0.58,1.13,0,1.07,2.08,0.91,1.4,1.74
20201116,1.22,0.74,1.91,0,1.19,2.35,0.83,-0.08,1.96
20201117,-0.19,0.61,0.02,0,-0.07,-0.2,-0.3,-0.22,-0.26
20201118,-0.93,-0.01,0,0,-0.1,-1.31,-1.07,-1.51,-0.91
20201119,0.59,0.49,-0.72,0,0.76,0.29,0.96,0.39,0.04
20201120,-0.51,0.7,-0.61,0,-0.57,-0.37,-0.55,0.16,-0.91
20201123,0.83,0.85,1.55,0,1.13,2.11,0,-0.14,1.6
20201124,1.56,-0.15,2.73,0,1.48,2.14,1.27,0.15,2.55
20201125,0.03,0.01,-1.27,0,0.48,-0.83,0.33,-0.15,-0.46
20201127,0.43,0.45,-1.64,0,0.31,-0.32,0.75,1.45,-0.15
20201130,-0.53,-0.98,-2.05,0,-0.64,-1.86,0.32,0.41,-1.59
20201201,0.98,-0.23,0.54,0,1.12,0.58,1.17,0.52,1.18
20201202,0.11,-0.09,1.05,0,-0.86,0.46,0.11,0.35,0.79
20201203,0.18,0.46,-0.05,0,0.49,0.08,0.02,-0.02,0.14
20201204,1.02,1.4,0.85,0,0.44,1.59,0.74,1.27,1.4
20201207,0.03,0.22,-1.01,0,0.22,-0.53,0.33,-0.38,-0.39
20201208,0.47,0.97,-0.75,0,0.49,0.66,0.37,1.23,0.09
20201209,-1.03,-0.06,1.34,0,-1.01,-0.19,-1.76,-0.37,-0.41
20201210,0.24,1.09,-0.47,0,0.12,0.12,0.39,0.5,-0.13
20201211,-0.2,-0.36,-0.72,0,-0.37,-0.19,0.26,-0.34,-0.67
20201214,-0.28,0.6,-1.54,0,0.52,-1.25,0.02,-0.22,-0.77
20201215,1.28,1.05,0.4,0,0.68,1.73,1.46,1.04,1.51
20201216,0.17,-0.42,-0.37,0,0.47,-0.58,0.47,-0.35,0
20201217,0.79,0.71,-0.67,0,0.96,0.38,0.6,1.32,0.74
20201218,-0.12,0.11,-1.15,0,0.14,-0.46,-0.09,0.2,-0.52
20201221,-0.23,0.13,-0.03,0,-0.84,-0.66,-0.03,-0.53,0.12
20201222,0.06,1.23,-1.62,0,-0.35,-0.56,0.78,0.01,-0.63
20201223,0.1,0.34,2,0,0.13,0.5,-0.49,0.12,0.96
20201224,0.21,-0.39,-0.17,0,0.21,0.24,0.37,-0.05,0.24
20201228,0.46,-0.72,0.32,0,1.09,-0.14,0.8,-0.49,0.54
20201229,-0.4,-1.52,0.24,0,-0.06,-0.51,-0.57,-0.02,-0.31
20201230,0.27,0.99,0.04,0,0.24,0.93,-0.16,0.28,0.62
20201231,0.39,-0.87,0.45,0,0.13,0.38,0.33,0.52,0.86
